EVENT_ID,median_income,population_density,housing_units_density,duration,weekend,sin_time,cos_time,sin_date,cos_date,tornado_intensity,tornado_area,average_range,minimum_range,average_latitude,average_longitude,percent_land,multi_vortex
703528,47439.0,48.8,25.7,4.0,1.0,-0.9883615104677608,0.15212338618991678,0.6680638642135335,-0.7441039398713607,0.0,0.0,8.5,8.0,40.65825,-87.0924,0.9930014940630651,0.0
613910,44935.0,235.2,147.9,5.0,0.0,-0.3502073812594673,-0.9366721892483976,0.8115390590073609,0.5842981736283684,0.0,200.0,3.5,2.0,27.0152,-82.02635000000002,0.7925900034952814,0.0
513343,52404.0,193.7,85.9,0.0,0.0,-0.6977904598416802,0.7163019434246541,0.2470221804809355,-0.9690098257244062,0.0,2750.0,0.0,0.0,43.13,-75.58,0.9640363850325206,0.0
326853,54803.0,11.0,5.2,1.0,0.0,-0.8767267557075077,-0.4809887689193877,0.19667288979357647,-0.9804691603616321,0.0,0.0,5.0,5.0,41.19315,-98.71785,0.9891415764693618,0.0
304359,45091.0,4.0,2.1,0.0,1.0,-0.9993908270190957,-0.03489949670250165,0.11165900712169513,-0.993746580436178,0.0,0.0,12.0,12.0,41.3528,-103.5066,0.9994120179334532,0.0
95157,58311.0,135.0,59.9,3.0,0.0,0.1693495038490246,0.9855560590580776,0.9886775902323404,-0.1500553983446526,0.0,200.0,2.5,2.0,42.4564,-85.56285,0.4501360941258612,0.0
84881,49242.0,17.8,8.6,3.0,0.0,-0.043619387365335306,0.9990482215818578,0.9175836260593936,-0.397542814282556,0.0,0.0,1.0,1.0,40.41155,-95.9977,0.994580078125,0.0
237580,49473.03165642418,170.1744019481447,73.23561810628874,2.0,1.0,0.043619387365336,0.9990482215818578,0.8631421280499114,-0.5049610547215204,0.0,100.0,1.0,1.0,34.88275,-90.03954999999998,0.9636738180410184,0.0
569838,52181.0,147.8,62.5,1.0,0.0,0.19509032201612825,0.9807852804032304,0.9483615800121716,-0.3171912885891061,0.0,0.0,1.0,1.0,34.87,-86.83,0.9221825128872346,0.0
630004,44014.0,38.9,16.3,1.0,0.0,0.9997620270799092,-0.021814885034561256,0.999916658654738,-0.01291029607500882,0.0,0.0,4.0,4.0,32.59755,-84.07034999999998,0.99522132026344,0.0
609610,55917.0,269.2,143.8,2.0,1.0,0.9496991262018768,-0.31316380648374964,0.288482432880609,0.9574851883550392,0.0,0.0,1.0,1.0,27.0918,-80.14564999999997,0.7218894039823067,0.0
624457,52380.0,301.2,134.1,15.0,0.0,-0.9832549075639546,0.18223552549214744,0.9611297838723007,0.27609697309746883,1.0,3080.0,1.5,1.0,40.73645000000001,-89.8492,0.9819378369806534,0.0
103620,40970.0,29.0,12.7,2.0,0.0,-0.5664062369248329,-0.8241261886220156,0.8543221697498271,-0.5197438121555155,0.0,25.0,2.5,2.0,35.2387,-90.51175,0.9904709871286016,0.0
106586,55375.0,16.2,7.5,1.0,0.0,-0.9600498543859288,0.27982901403099203,0.8631421280499114,-0.5049610547215204,0.0,0.0,1.0,1.0,43.33,-95.79,0.9982222889907107,0.0
679884,47181.0,72.9,30.8,5.0,0.0,-0.9222009716704518,0.3867109616368206,0.989932495087353,0.141540295217043,1.0,450.0,3.5,3.0,32.49635,-94.4334,0.9827463827463828,0.0
710060,50416.0,6.2,3.6,3.0,0.0,-0.9238795325112866,0.38268343236509,0.3131070409358269,-0.9497178427914316,0.0,0.0,6.0,6.0,45.60095,-96.32475,0.9796022872748996,0.0
434978,51214.0,535.0,265.7,2.0,1.0,-0.8410390129643925,0.5409744713679937,0.9760105506323684,-0.21772323039653174,0.0,0.0,4.0,4.0,28.2722,-80.74625,0.6523185613359024,0.0
607171,45845.0,6.5,2.9,7.0,0.0,-0.933580426497202,0.35836794954529955,-0.6994583270516471,0.7146733860429609,0.0,1100.0,6.5,4.0,39.95950000000001,-99.7401,0.9964030409622149,0.0
652237,39822.0,1.4,1.0,1.0,0.0,-0.9990482215818578,-0.04361938736533613,-0.4250003399695539,-0.9051931898913976,0.0,0.0,1.5,1.0,46.32955,-101.1793,0.9959301767191702,0.0
691714,51712.0,11.4,5.2,5.0,0.0,0.10452846326765346,0.9945218953682732,0.705583610107178,-0.7086266782644596,0.0,100.0,4.5,4.0,40.4551,-97.9186,0.9978205530564564,0.0
197609,35322.0,32.1,15.1,2.0,0.0,-0.9381913359224839,-0.3461170570774933,-0.8840675099433637,0.4673592171580021,0.0,150.0,2.0,2.0,33.3039,-93.19935,0.9990870557548092,0.0
160946,61253.0,1367.0,586.3,1.0,0.0,-0.77162458338772,-0.6360782202777638,0.99999073973619,0.004303538296244289,0.0,0.0,3.0,3.0,28.69,-81.0599,0.8955370847693244,0.0
727450,52452.0,149.2,64.6,2.0,1.0,-0.5664062369248329,-0.8241261886220156,-0.8214765533024145,0.5702422926917867,0.0,50.0,1.5,1.0,41.37595,-82.86500000000002,0.9778315098992124,0.0
