EVENT_ID,median_income,population_density,housing_units_density,duration,weekend,sin_time,cos_time,sin_date,cos_date,casualties,tornado_intensity,tornado_area,average_range,minimum_range,average_latitude,average_longitude,percent_land,multi_vortex
168345,36976.0,46.6,22.1,2.0,0,0.9659258262890683,-0.25881904510252063,0.9796136916454901,-0.20089055513063506,0,0,0.0,1.0,1.0,31.0142,-85.75659999999999,0.9921582174626478,0
171027,39003.0,61.0,28.5,2.0,0,-0.655400170911794,0.7552818122851835,0.8064799463209448,-0.5912614448635781,0,1,250.0,8.0,8.0,36.9443,-81.9462,0.9938542212899842,0
167594,40865.0,89.8,37.8,1.0,0,-0.8968727415326883,-0.44228869021900136,0.9999166586547379,-0.01291029607500882,0,0,0.0,5.0,5.0,30.631,-84.89535000000001,0.9769171097194106,0
170982,33810.0,102.8,44.5,3.0,0,-0.8012538126910608,0.598324600570659,0.8064799463209448,-0.5912614448635781,0,1,120.0,3.0,3.0,37.0714,-82.535,0.9949658218789329,0
170983,39003.0,61.0,28.5,0.0,0,-0.6593458151000687,0.7518398074789775,0.8064799463209448,-0.5912614448635781,0,0,0.0,1.0,1.0,36.9102,-82.0928,0.9938542212899842,0
202266,35644.0,40.8,16.1,5.0,0,-0.816641555161679,0.5771451900372334,-0.38566340624360745,0.9226395488404875,0,0,450.0,3.5,1.0,32.8301,-89.51835,0.9957641593222655,0
200043,49473.03165642418,170.1744019481447,73.23561810628873,27.0,0,0.20278729535651233,-0.9792228106217659,-0.9338372288229252,0.35769823883312546,1,0,12800.0,2.0,2.0,30.330550000000002,-92.71285,0.9636738180410185,1
198988,44542.0,36.1,15.1,1.0,0,-0.9297764858882511,-0.3681245526846786,-0.8996308696522434,0.4366512319560638,0,0,0.0,4.0,4.0,31.8791,-81.82,0.9912830291473713,0
197792,49473.03165642418,170.1744019481447,73.23561810628873,2.0,0,-0.9939609554551797,0.10973431109104535,-0.8840675099433637,0.46735921715800205,0,0,100.0,2.5,2.0,32.95525,-93.32905,0.9636738180410185,0
207093,44785.0,61.6,37.2,6.0,0,-0.5045276238150195,-0.8633955506067715,-0.4787338401157883,0.8779600847008883,0,0,0.0,8.5,8.0,33.435,-83.32294999999999,0.9555019545870415,0
207527,45886.0,1315.5,521.4,5.0,0,0.2588190451025206,-0.9659258262890683,-0.22192151300416674,0.9750645322571945,0,0,50.0,1.5,1.0,25.46545,-80.39785,0.7805756875262219,0
207092,44785.0,61.6,37.2,3.0,0,-0.3947438563842672,-0.9187912101488983,-0.4787338401157883,0.8779600847008883,0,0,100.0,4.0,4.0,33.3297,-83.44525,0.9555019545870415,0
207078,54155.0,72.8,29.7,3.0,0,-0.33380685923377096,-0.9426414910921784,-0.4787338401157883,0.8779600847008883,0,0,100.0,3.5,3.0,33.0931,-83.7298,0.9962318547367356,0
146881,46141.0,21.4,8.2,11.0,1,-0.7071067811865475,-0.7071067811865477,0.401487989205973,0.9158642882672872,0,0,0.0,1.0,1.0,39.3602,-122.0406,0.9901807110883359,0
147189,40949.0,114.1,49.3,3.0,1,-0.765483213493088,-0.6434558647337791,0.1712931441814776,0.9852201067560606,0,0,30.0,1.5,1.0,32.5036,-88.5645,0.9838914912955324,0
146388,38521.0,25.9,11.4,1.0,1,-0.29153706016957104,-0.9565595342411699,0.051619667223253764,0.998666816288476,0,0,0.0,6.5,6.0,31.881500000000003,-89.32900000000001,0.9983994225367584,0
146871,37345.0,83.0,35.0,3.0,0,-0.9692309097067544,-0.24615329302899286,0.10310169744743485,0.9946708199115211,0,0,200.0,0.5,0.0,34.3371,-85.37854999999999,0.9992983798953947,0
151463,47897.0,24.7,11.7,6.0,0,-0.9588197348681932,0.2840153447039223,0.9873494423939864,0.15855938510313478,0,0,150.0,3.0,2.0,41.2492,-94.9188,0.9987963536596158,0
152442,37128.0,91.5,40.0,6.0,1,-0.954240328516277,0.29904079225608626,0.9973249731081555,0.07309512989807777,0,0,100.0,2.5,2.0,34.554,-85.6777,0.9979452670510729,0
165609,49129.0,22.0,9.0,2.0,1,-0.9859960370705049,-0.16676874671610267,0.3131070409358269,-0.9497178427914316,0,0,0.0,4.0,4.0,40.32,-103.67,0.9897119977738958,0
213086,65442.0,378.2,139.7,4.0,1,-0.9978589232386035,0.06540312923014326,0.3131070409358269,-0.9497178427914316,0,0,0.0,24.0,24.0,40.02,-104.07,0.9862741785623785,0
211507,65442.0,378.2,139.7,2.0,1,-0.9602936856769431,0.2789911060392292,0.3131070409358269,-0.9497178427914316,0,0,0.0,23.0,23.0,39.93,-103.97,0.9862741785623785,0
148266,55626.0,66.8,27.1,4.0,0,0.7071067811865475,0.7071067811865476,0.1202080448993527,0.9927487224577402,0,0,200.0,1.5,1.0,32.98235,-83.8659,0.994595409869033,0
151581,47897.0,24.7,11.7,1.0,0,-0.9486001946255048,0.31647696718158547,0.9873494423939864,0.15855938510313478,0,0,0.0,1.5,1.0,41.3749,-94.8647,0.9987963536596158,0
208821,49473.03165642418,170.1744019481447,73.23561810628873,5.0,0,0.9335804264972019,-0.35836794954530005,-0.12020804489935275,0.9927487224577402,0,0,50.0,3.0,3.0,30.35735,-92.36675,0.9636738180410185,0
209127,63892.0,74.3,53.7,5.0,0,-0.5771451900372339,-0.8166415551616788,-0.22192151300416674,0.9750645322571945,0,0,25.0,1.5,1.0,24.56095,-81.74465000000001,0.26308354202786877,0
208807,49473.03165642418,170.1744019481447,73.23561810628873,12.0,0,0.9452341037968682,-0.3263931509994217,-0.12020804489935275,0.9927487224577402,4,1,600.0,2.5,2.0,30.28725,-92.38974999999999,0.9636738180410185,0
209128,63892.0,74.3,53.7,1.0,0,-0.9930684569549262,-0.11753739745783848,-0.22192151300416674,0.9750645322571945,0,0,0.0,3.5,3.0,25.1441,-80.39855,0.26308354202786877,0
208818,49473.03165642418,170.1744019481447,73.23561810628873,8.0,0,0.9363662190354898,-0.3510246484923546,-0.12020804489935275,0.9927487224577402,0,0,100.0,1.5,0.0,30.94905,-92.0875,0.9636738180410185,0
208823,49473.03165642418,170.1744019481447,73.23561810628873,3.0,0,0.92783625389892,-0.37298778257580883,-0.12020804489935275,0.9927487224577402,0,0,50.0,1.5,0.0,30.398249999999997,-92.3377,0.9636738180410185,0
208820,49473.03165642418,170.1744019481447,73.23561810628873,3.0,0,0.9781476007338056,0.20791169081775945,-0.27195815753410524,0.9623090774541487,0,0,0.0,0.0,0.0,29.89665,-90.13329999999999,0.9636738180410185,0
208898,49473.03165642418,170.1744019481447,73.23561810628873,4.0,0,0.8594064115014528,-0.5112930860770519,-0.12020804489935275,0.9927487224577402,0,0,75.0,3.0,2.0,30.0989,-92.47485,0.9636738180410185,0
208865,49473.03165642418,170.1744019481447,73.23561810628873,2.0,0,0.9198214973217377,-0.3923371166035614,-0.12020804489935275,0.9927487224577402,0,0,25.0,1.5,1.0,30.49465,-92.30565,0.9636738180410185,0
208829,49473.03165642418,170.1744019481447,73.23561810628873,2.0,0,0.9238795325112867,-0.3826834323650897,-0.12020804489935275,0.9927487224577402,0,0,25.0,1.0,0.0,30.433500000000002,-92.31595,0.9636738180410185,0
208793,49473.03165642418,170.1744019481447,73.23561810628873,7.0,0,0.9469301294951057,-0.32143946530316136,-0.12020804489935275,0.9927487224577402,0,1,250.0,2.0,1.0,30.8094,-92.13885,0.9636738180410185,0
208885,49473.03165642418,170.1744019481447,73.23561810628873,2.0,0,0.9156625933395611,-0.40194777665595993,-0.12020804489935275,0.9927487224577402,0,0,25.0,2.0,1.0,30.5287,-92.3084,0.9636738180410185,0
208827,49473.03165642418,170.1744019481447,73.23561810628873,1.0,0,0.9208454801410263,-0.38992768778818815,-0.12020804489935275,0.9927487224577402,0,0,0.0,4.0,4.0,30.47505,-92.30850000000001,0.9636738180410185,0
208931,49473.03165642418,170.1744019481447,73.23561810628873,1.0,0,0.9146071597986136,-0.404343595528745,-0.12020804489935275,0.9927487224577402,0,0,0.0,2.0,2.0,31.03885,-92.0427,0.9636738180410185,0
208641,58009.0,194.4,99.3,2.0,0,0.9408807689542255,-0.33873792024529137,-0.4787338401157883,0.8779600847008883,0,0,0.0,3.0,3.0,30.7193,-86.5643,0.8596868993050422,0
208880,49473.03165642418,170.1744019481447,73.23561810628873,6.0,0,0.9167117510316201,-0.3995492028781199,-0.12020804489935275,0.9927487224577402,0,1,250.0,3.0,2.0,30.01745,-92.51245,0.9636738180410185,0
208887,49473.03165642418,170.1744019481447,73.23561810628873,2.0,0,0.8660254037844385,-0.5000000000000002,-0.12020804489935275,0.9927487224577402,0,0,0.0,2.0,2.0,30.54355,-92.30625,0.9636738180410185,0
208817,49473.03165642418,170.1744019481447,73.23561810628873,5.0,0,0.9408807689542255,-0.33873792024529137,-0.12020804489935275,0.9927487224577402,0,0,75.0,2.0,2.0,30.8752,-92.12180000000001,0.9636738180410185,0
154714,34439.0,141.3,55.6,9.0,0,-0.8686315144381913,-0.49545866843240743,0.995918996147179,0.09025161003104117,1,1,100.0,2.5,2.0,34.8965,-78.96485,0.9981387816906592,0
152866,31637.0,23.6,12.1,4.0,0,-0.9896513868196702,-0.1434926219911794,0.7469720876965552,0.6648553979642865,0,0,99.0,3.0,3.0,32.491299999999995,-84.11605,0.9920726889649724,0
154465,38412.0,69.5,30.8,16.0,0,-0.9228745046891547,0.38510082912757726,0.9911140639934547,-0.1330147065341959,0,1,7650.0,2.0,2.0,33.065,-93.96000000000001,0.9810711205206619,0
152936,61347.0,550.4,215.0,3.0,1,-0.7804304073383298,-0.6252426563357051,0.9984354211555643,0.055916990100603484,3,0,200.0,0.5,0.0,40.15345,-76.28905,0.9593514942061394,0
153732,48473.0,37.8,16.7,10.0,0,-0.844327925502015,0.5358267949789968,0.7469720876965552,0.6648553979642865,0,0,3080.0,5.5,2.0,33.435199999999995,-83.68435,0.985808386440315,0
154853,40199.0,82.1,37.0,3.0,0,0.3090169943749474,0.9510565162951535,0.7583058084785624,0.6518989958787126,0,1,500.0,2.5,2.0,30.823999999999998,-83.78705,0.9862011517148962,0
155133,32352.0,36.0,18.0,1.0,0,-0.5067862565108238,-0.8620717430769586,0.6616346182422783,0.7498264012045686,0,0,0.0,2.5,2.0,36.1606,-85.0847,0.9993586274627704,0
154424,41128.0,618.4,266.2,16.0,0,-0.6374239897486896,0.7705132427757894,0.9886775902323405,-0.1500553983446526,12,1,9680.0,3.0,1.0,33.438649999999996,-82.0614,0.9870355153839131,0
154428,41803.0,41.2,19.1,1.0,0,-0.2155875526422329,0.9764845145447686,0.9886775902323405,-0.1500553983446526,0,0,0.0,4.0,4.0,33.12,-81.633,0.9840828338657001,0
154429,41803.0,41.2,19.1,1.0,1,0.054950179912445746,0.9984890974505379,0.9859481499638304,-0.16705162550211924,0,0,0.0,1.0,1.0,33.161,-81.676,0.9840828338657001,0
166434,51745.0,3.4,1.9,14.0,1,-0.7705132427757894,-0.6374239897486895,0.9106046300942163,-0.4132786077829042,0,1,2400.0,16.0,14.0,35.918400000000005,-99.68430000000001,0.9997077637432217,0
153692,43065.0,326.1,136.3,6.0,0,-0.7836934573258398,0.6211477802783102,0.7469720876965552,0.6648553979642865,0,1,7040.0,3.0,1.0,33.230000000000004,-84.465,0.984367954306328,0
153236,61795.0,372.5,155.3,1.0,0,-0.9978589232386035,0.06540312923014326,0.7469720876965552,0.6648553979642865,0,0,0.0,2.0,2.0,32.6531,-83.5979,0.9884712571067593,0
153689,51167.0,367.3,140.9,4.0,0,-0.8594064115014526,0.5112930860770523,0.7469720876965552,0.6648553979642865,0,0,400.0,1.5,1.0,33.5125,-83.8603,0.9747851002865331,0
153690,71114.0,288.8,113.8,26.0,0,-0.8241261886220154,0.5664062369248333,0.7469720876965552,0.6648553979642865,0,1,26400.0,3.5,3.0,33.2316,-84.6339,0.9889417253600108,0
154542,36789.0,20.5,10.5,2.0,0,-0.37298778257580933,0.9278362538989198,0.7469720876965552,0.6648553979642865,0,0,100.0,2.0,2.0,33.26,-82.75,0.9916634692525027,0
154540,30616.0,20.0,11.4,6.0,0,-0.38751558645210327,0.9218631515885004,0.7469720876965552,0.6648553979642865,4,1,3500.0,4.5,3.0,33.26,-82.825,0.9857107044372022,0
154270,39003.0,61.0,28.5,3.0,0,-0.9942448326331054,-0.10713175431387427,0.6616346182422783,0.7498264012045686,0,0,800.0,1.0,1.0,36.99,-82.06,0.9938542212899842,0
154447,32664.0,17.9,8.4,2.0,0,-0.9652449302137702,0.26134694315528895,0.9911140639934547,-0.1330147065341959,0,1,0.0,5.5,5.0,34.010099999999994,-94.4777,0.9724713253924031,0
154820,40234.0,55.0,23.7,5.0,0,0.1305261922200516,0.9914448613738104,0.7583058084785624,0.6518989958787126,0,1,1250.0,3.5,3.0,30.80835,-84.13215,0.9875505149263459,0
154849,40199.0,82.1,37.0,17.0,0,0.14349262199117932,0.9896513868196702,0.7583058084785624,0.6518989958787126,0,1,4000.0,3.5,1.0,30.81125,-83.99350000000001,0.9862011517148962,0
154709,34439.0,141.3,55.6,10.0,0,-0.7637960286346416,-0.6454576877239513,0.995918996147179,0.09025161003104117,0,0,40.0,3.0,2.0,34.57655,-78.96635,0.9981387816906592,0
153450,44785.0,61.6,37.2,22.0,0,-0.9518622607530478,0.3065260780979277,0.7469720876965552,0.6648553979642865,1,0,10560.0,1.0,1.0,33.29165,-83.425,0.9555019545870415,0
153452,33735.0,22.6,11.0,23.0,0,-0.9460853588275454,0.3239174181981491,0.7469720876965552,0.6648553979642865,0,1,14080.0,2.0,0.0,33.656000000000006,-82.727,0.9902972009534056,0
158590,45746.0,68.0,29.7,4.0,1,0.17192910027940958,-0.9851093261547739,0.9141279881853337,0.40542572835999735,0,0,300.0,1.5,1.0,38.4583,-88.7279,0.978399397033129,0
158591,45583.0,23.5,11.2,1.0,1,0.16160382110336138,-0.9868557164068072,0.9141279881853337,0.40542572835999735,0,0,0.0,3.0,3.0,38.473150000000004,-88.69364999999999,0.9976519587974674,0
153451,48473.0,37.8,16.7,3.0,0,-0.9550199444571867,0.2965415749755707,0.7469720876965552,0.6648553979642865,0,0,1320.0,1.5,1.0,33.3,-83.57135,0.985808386440315,0
154423,74908.0,427.6,167.6,8.0,0,-0.6494480483301842,0.7604059656000305,0.9886775902323405,-0.1500553983446526,0,1,4400.0,2.5,2.0,33.46,-82.21249999999999,0.9430754226267879,0
157242,40597.0,32.5,15.3,3.0,1,-0.9248782281665493,-0.38026341273320563,0.8631421280499114,-0.5049610547215204,0,0,250.0,3.0,2.0,33.2315,-94.345,0.975674775074975,0
157540,43897.0,74.5,33.0,1.0,1,-0.3778407868184669,-0.9258705848099948,0.9141279881853337,0.40542572835999735,0,0,0.0,3.5,3.0,38.8048,-87.51365,0.9847149072589879,0
155972,34806.0,25.2,12.1,21.0,0,0.3362735421301339,0.9417643573969303,0.994217906893952,0.10738134666416309,1,0,7500.0,3.0,1.0,32.17215,-89.09835,0.9981844214503963,0
153858,56848.0,64.3,26.9,3.0,1,-0.9753423205085126,-0.22069743502150163,0.9070138128026359,0.4211008707960896,0,0,0.0,6.5,6.0,38.140950000000004,-97.54589999999999,0.9982060955762686,0
153859,59721.0,9.1,4.4,2.0,1,-0.8526401643540921,0.522498564715949,0.9070138128026359,0.4211008707960896,0,0,0.0,2.0,2.0,37.4711,-97.82390000000001,0.9961922784021416,0
159088,38521.0,25.9,11.4,1.0,1,0.40194777665596015,0.915662593339561,0.9973249731081555,0.07309512989807777,0,0,0.0,1.0,1.0,31.9163,-89.48150000000001,0.9983994225367584,0
158360,47017.0,43.8,17.9,4.0,1,-0.7771459614569711,-0.6293203910498372,0.9973249731081555,0.07309512989807777,0,1,1200.0,3.0,2.0,37.66025,-87.78235000000001,0.9435026693819143,0
158364,46936.0,105.9,46.5,11.0,1,-0.7836934573258396,-0.6211477802783105,0.9973249731081555,0.07309512989807777,2,1,3600.0,2.5,1.0,37.7354,-87.72125,0.936497383546367,0
158495,35096.0,40.5,17.4,5.0,0,0.9930684569549263,0.1175373974578377,0.994217906893952,0.10738134666416309,0,0,2000.0,1.5,1.0,31.126649999999998,-87.05805,0.9915437396395074,0
158365,47017.0,43.8,17.9,3.0,1,-0.74837719060466,-0.6632733829897566,0.9973249731081555,0.07309512989807777,0,0,150.0,1.5,1.0,37.58685,-87.8392,0.9435026693819143,0
176565,33425.0,33.3,15.8,1.0,0,-0.963863295733281,0.26639734821911737,0.3456123126707335,-0.9383773917408641,0,0,0.0,1.0,1.0,36.8351,-85.6858,0.9918990543877613,0
172959,33562.0,34.9,16.2,4.0,0,-0.5157858982850474,-0.8567175188650497,0.8064799463209448,-0.5912614448635781,0,0,120.0,1.5,1.0,37.11605,-85.73310000000001,0.9947113568460455,0
155085,43605.0,41.0,17.9,1.0,1,-0.37055743750983605,-0.9288095528719243,0.9141279881853337,0.40542572835999735,0,0,0.0,4.0,4.0,37.479600000000005,-87.75094999999999,0.9889173568491926,0
176567,40274.0,86.5,39.4,7.0,0,-0.9986295347545738,0.052335956242943946,0.3456123126707335,-0.9383773917408641,0,0,750.0,1.5,1.0,37.009249999999994,-86.0796,0.9750800000000001,0
176564,33562.0,34.9,16.2,2.0,0,-0.9652449302137702,0.26134694315528895,0.3456123126707335,-0.9383773917408641,0,0,0.0,3.0,3.0,36.8393,-85.69680000000001,0.9947113568460455,0
172667,40274.0,86.5,39.4,3.0,0,-0.5090414157503712,-0.8607420270039436,0.8064799463209448,-0.5912614448635781,0,0,30.0,1.0,1.0,37.111149999999995,-85.7867,0.9750800000000001,0
157050,47442.0,132.2,43.3,2.0,0,0.17708474031958343,-0.9841956079692419,0.6354323008901774,0.7721565844991642,0,0,0.0,7.0,7.0,37.21,-120.6,0.977993540593679,0
176566,47253.0,210.1,87.2,20.0,0,-1.0,-1.8369701987210297e-16,0.3456123126707335,-0.9383773917408641,0,0,1650.0,1.5,0.0,37.067899999999995,-86.2264,0.9891153480897072,0
153855,46208.0,51.4,22.5,2.0,1,-0.8825375654836711,-0.47024190105748215,0.9070138128026359,0.4211008707960896,0,0,75.0,2.5,2.0,37.9739,-98.11895,0.9868250387152054,0
153856,42023.0,7.5,3.9,1.0,1,-0.950244253402386,0.3115057926840878,0.9070138128026359,0.4211008707960896,0,0,0.0,3.0,3.0,37.2726,-98.2268,0.9981190363486884,0
155973,37468.0,37.6,16.2,5.0,0,0.38751558645210293,0.9218631515885005,0.994217906893952,0.10738134666416309,0,0,600.0,5.0,5.0,32.234,-88.94935000000001,0.9974120082815735,0
153857,42023.0,7.5,3.9,2.0,1,-0.9426414910921784,0.3338068592337709,0.9070138128026359,0.4211008707960896,0,0,0.0,6.0,6.0,37.2919,-98.15575,0.9981190363486884,0
153246,88570.0,178.0,67.2,6.0,0,-0.9933727656003964,0.11493715049286636,0.7469720876965552,0.6648553979642865,0,0,4400.0,2.0,1.0,33.73915,-83.39099999999999,0.9888394054837151,0
154454,49473.03165642418,170.1744019481447,73.23561810628873,28.0,0,-0.7787908532703045,0.6272836733588011,0.9911140639934547,-0.1330147065341959,2,1,9500.0,3.5,3.0,32.518,-93.87735,0.9636738180410185,0
154459,49473.03165642418,170.1744019481447,73.23561810628873,9.0,0,-0.2334453638559052,0.9723699203976767,0.9911140639934547,-0.1330147065341959,0,1,1500.0,2.5,1.0,32.411,-92.3657,0.9636738180410185,0
154458,49473.03165642418,170.1744019481447,73.23561810628873,5.0,0,-0.24615329302899291,0.9692309097067544,0.9911140639934547,-0.1330147065341959,0,0,1800.0,2.5,1.0,32.4187,-92.47274999999999,0.9636738180410185,0
155091,50227.0,130.8,56.4,3.0,1,0.19765734037912633,-0.9802711746217218,0.9141279881853337,0.40542572835999735,0,0,70.0,2.5,2.0,37.244600000000005,-89.8493,0.9867137399372355,0
154545,41412.0,21.4,10.6,7.0,0,-0.3681245526846787,0.9297764858882511,0.7469720876965552,0.6648553979642865,0,0,100.0,3.0,3.0,33.26,-82.725,0.995084804430599,0
155090,40935.0,20.0,9.5,9.0,1,0.22069743502150113,-0.9753423205085127,0.9141279881853337,0.40542572835999735,0,0,280.0,2.0,1.0,37.24935000000001,-89.90795,0.9947037990985189,0
154445,38255.0,51.3,23.9,2.0,0,-0.9907478404714437,0.13571557243430374,0.9911140639934547,-0.1330147065341959,0,0,150.0,3.0,3.0,33.062,-94.66990000000001,0.974023965983765,0
154452,47181.0,72.9,30.8,11.0,0,-0.7965299180241967,0.6045991148623744,0.9911140639934547,-0.1330147065341959,0,0,1000.0,3.0,3.0,32.5344,-94.0933,0.9827463827463828,0
153269,34541.0,57.6,28.8,9.0,1,-0.9037092653689985,-0.42814666142132307,0.9973249731081555,0.07309512989807777,0,0,990.0,1.5,1.0,33.5895,-80.262,0.8724789764968016,0
153453,45286.0,489.7,207.8,7.0,0,-0.8825375654836711,-0.47024190105748215,0.995918996147179,0.09025161003104117,0,0,200.0,2.5,1.0,34.93845,-78.9154,0.990795449367377,0
153468,41477.0,67.1,28.8,1.0,0,-0.9855560590580776,-0.16934950384902486,0.995918996147179,0.09025161003104117,0,0,0.0,3.0,3.0,35.189,-78.52885,0.9980350728924572,0
159905,39438.0,96.6,46.9,2.0,0,0.4632960351198616,-0.8862035792312147,0.9886775902323405,-0.1500553983446526,0,0,0.0,3.0,3.0,36.706900000000005,-88.31945,0.937472607742878,0
154258,54305.0,56.3,23.1,2.0,0,-0.7126385189252052,-0.7015314257708559,0.6486295610349814,0.7611042586607747,0,1,0.0,5.0,5.0,35.7281,-97.47784999999999,0.9933229170839843,0
157470,55090.0,227.4,103.5,5.0,1,0.4257792915650729,-0.9048270524660194,0.9141279881853337,0.40542572835999735,2,0,1000.0,1.5,1.0,39.67385,-89.8888,0.9900572392875875,0
155802,65870.0,133.2,54.0,2.0,0,-0.22580126686910396,0.9741733869698492,0.9922222094179323,0.12447926388678915,0,0,1000.0,2.0,2.0,32.4551,-90.225,0.9632370783790343,0
155806,65870.0,133.2,54.0,5.0,0,-0.2155875526422329,0.9764845145447686,0.9922222094179323,0.12447926388678915,0,0,1000.0,2.5,1.0,32.5169,-90.14134999999999,0.9632370783790343,0
155798,42903.0,282.0,118.9,13.0,0,-0.25881904510252157,0.9659258262890681,0.9922222094179323,0.12447926388678915,0,0,5000.0,2.0,2.0,32.439750000000004,-90.3287,0.9913939518289278,0
154256,51082.0,1013.8,451.2,10.0,0,-0.6149735718768642,-0.7885477194774019,0.6486295610349814,0.7611042586607747,4,1,1250.0,4.0,3.0,35.69425,-97.50659999999999,0.9867060150061946,0
154272,54305.0,56.3,23.1,2.0,0,-0.7501110696304591,-0.6613118653236523,0.6486295610349814,0.7611042586607747,0,0,10.0,2.5,2.0,35.86595,-97.28085,0.9933229170839843,0
156735,40169.0,58.1,30.9,0.0,1,0.9335804264972019,-0.35836794954530005,0.8498170915275278,0.5270777086423722,0,0,0.0,2.0,2.0,32.4977,-85.8708,0.9350995106035889,0
156732,47749.0,230.8,102.7,1.0,1,0.9177546256839811,-0.3971478906347807,0.8498170915275278,0.5270777086423722,0,0,0.0,1.0,1.0,32.6793,-85.49115,0.9865064544937889,0
154254,51082.0,1013.8,451.2,1.0,0,-0.5792811723426785,-0.8151277957285544,0.6486295610349814,0.7611042586607747,0,0,0.0,2.0,2.0,35.55775,-97.63465,0.9867060150061946,0
155789,42903.0,282.0,118.9,3.0,0,-0.39714789063478034,0.9177546256839813,0.9922222094179323,0.12447926388678915,0,0,200.0,2.0,1.0,32.29455,-90.6416,0.9913939518289278,0
159308,47512.0,44.7,18.8,1.0,1,-0.9896513868196702,-0.1434926219911794,0.9106046300942163,-0.4132786077829042,0,0,0.0,3.0,3.0,42.6905,-90.62895,0.9691635540081465,0
155809,65870.0,133.2,54.0,2.0,0,-0.20791169081775987,0.9781476007338056,0.9922222094179323,0.12447926388678915,0,0,0.0,4.0,3.0,32.52605,-90.15595,0.9632370783790343,0
158805,46572.0,91.8,43.5,2.0,0,-0.6004202253258842,-0.7996846584870904,0.9999166586547379,-0.01291029607500882,0,0,0.0,2.5,2.0,34.6201,-87.52615,0.9525661839165448,0
158818,46843.0,206.3,88.4,3.0,0,-0.8980275757606155,-0.43993916985591536,0.9999166586547379,-0.01291029607500882,0,0,200.0,1.0,1.0,34.54545,-86.61415,0.9670979050162759,0
159906,44767.0,38.9,22.4,1.0,0,0.3947438563842674,-0.9187912101488982,0.9886775902323405,-0.1500553983446526,1,0,0.0,4.0,4.0,37.10915,-88.02924999999999,0.8335867150040932,0
159788,49473.03165642418,170.1744019481447,73.23561810628873,11.0,0,0.9417643573969303,-0.3362735421301338,0.9997685019798909,0.021516097436222254,0,0,1200.0,2.5,1.0,31.671,-92.9724,0.9636738180410185,0
159789,49473.03165642418,170.1744019481447,73.23561810628873,5.0,0,0.931691227585549,-0.36325123047297825,0.9997685019798909,0.021516097436222254,0,0,400.0,1.5,1.0,31.6702,-92.90625,0.9636738180410185,0
154523,49473.03165642418,170.1744019481447,73.23561810628873,5.0,0,-0.47715876025960874,0.8788171126619652,0.989932495087353,0.141540295217043,0,0,80.0,1.0,1.0,32.24295,-92.72145,0.9636738180410185,0
160946,61253.0,1367.0,586.3,1.0,0,-0.7466381822853912,-0.665230354654361,0.9999907397361901,0.004303538296244289,0,0,0.0,3.0,3.0,28.69,-81.0599,0.8955370847693244,0
156320,40283.0,39.5,20.6,1.0,0,-0.9896513868196702,0.14349262199117904,0.7469720876965552,0.6648553979642865,0,0,0.0,0.5,0.0,33.23375,-85.26465,0.9938712272952938,0
154942,46237.0,21.2,10.9,3.0,0,-0.9978589232386035,0.06540312923014326,0.6486295610349814,0.7611042586607747,0,0,0.0,1.0,1.0,33.7907,-97.83125,0.9921452018587202,0
155941,39568.0,46.7,20.3,18.0,0,0.09410831331851431,0.99556196460308,0.994217906893952,0.10738134666416309,25,1,8000.0,5.5,5.0,31.8676,-89.75630000000001,0.9977814283536842,0
153610,40572.0,60.3,27.8,15.0,0,-0.9288095528719245,0.37055743750983555,0.9997685019798909,0.021516097436222254,0,0,400.0,1.5,1.0,30.3842,-83.16385,0.9946407419177765,0
155187,40949.0,114.1,49.3,8.0,0,0.5899012371043607,-0.8074754054847397,0.9922222094179323,0.12447926388678915,0,0,1000.0,3.0,1.0,32.2616,-88.67125000000001,0.9838914912955324,0
156011,40283.0,97.5,40.9,11.0,0,0.3656891447750543,0.9307370463206509,0.994217906893952,0.10738134666416309,1,1,4500.0,2.0,2.0,31.770950000000003,-89.31344999999999,0.9929828071629674,0
154449,38697.0,30.2,12.2,29.0,0,-0.963863295733281,0.26639734821911737,0.9911140639934547,-0.1330147065341959,7,1,19550.0,2.0,1.0,34.07715,-94.28665,0.9722164877511699,0
156461,44619.0,29.2,13.6,2.0,0,-0.9081431738250814,-0.418659737537428,0.6486295610349814,0.7611042586607747,0,0,800.0,2.0,1.0,36.30635,-96.8103,0.9549229941489005,0
153853,46208.0,51.4,22.5,3.0,1,-0.9003187714021936,-0.43523109937232723,0.9070138128026359,0.4211008707960896,0,0,0.0,2.5,2.0,37.9942,-98.0548,0.9868250387152054,0
153854,46208.0,51.4,22.5,2.0,1,-0.9092361090470685,-0.41628079226040127,0.9070138128026359,0.4211008707960896,0,0,0.0,2.0,2.0,38.040800000000004,-97.85575,0.9868250387152054,0
154264,37105.0,8.5,4.5,5.0,0,-0.9921147013144779,0.12533323356430423,0.6486295610349814,0.7611042586607747,0,0,300.0,7.0,7.0,33.957,-97.575,0.9802991938817693,0
155942,38521.0,25.9,11.4,3.0,0,0.14090123193758267,0.9900236577165575,0.994217906893952,0.10738134666416309,0,0,200.0,3.5,3.0,31.950499999999998,-89.64515,0.9983994225367584,0
151478,29330.0,16.6,7.4,3.0,0,-0.5792811723426785,-0.8151277957285544,0.8406184056344782,0.5416278206559814,0,0,150.0,1.0,0.0,33.113600000000005,-88.38165000000001,0.9930855167290493,0
